,drag
356,12.2629948
608,16.9254695
3471,19.4603583
239,10.7460837
3880,13.3836833
3373,17.8031103
2167,18.5096934
3011,21.2004548
1814,19.820454
2799,19.5990734
374,16.33797
3774,18.2871314
1937,19.2275649
1321,19.4405867
1125,22.6966566
3557,22.67143
1527,19.8231688
2959,17.8584578
3233,21.5804607
729,18.4640059
2458,14.7431613
2495,18.7412093
1391,12.7882948
3586,18.0064227
1408,18.095162
3649,18.5970695
2915,20.3725519
2264,17.0297703
382,19.3808104
3151,14.9441217
2589,19.0818198
1502,19.8020912
3174,23.8520594
3526,16.1420873
1320,17.2540382
3383,17.3804529
1233,18.7147839
2236,18.4932278
3075,17.1315971
681,18.8802488
3063,20.4001499
1274,20.6383864
2789,16.6299276
2364,22.3334407
123,21.0040048
2634,19.809356
2922,20.410239
660,19.8745916
1796,21.0239085
2579,17.1580953
2303,17.1972519
2710,20.1443323
1960,21.6977107
3506,17.1056983
230,20.6499384
901,18.1094477
3643,24.529101
765,18.5180659
3251,17.1594051
3272,15.6382603
2428,14.379723
3229,18.9555942
1745,20.3650465
2912,18.9676754
787,20.8050988
2149,15.6654172
3539,21.6984682
3156,16.8601172
421,15.6466325
3293,20.0962776
2925,18.8714756
3940,17.6834031
1873,20.0934809
2614,18.0806503
3670,20.4436662
2138,17.5338321
798,21.4999838
1870,21.6396038
2007,17.1053293
2571,23.4620978
626,23.1876112
495,14.5278544
3546,20.6421589
1616,20.3719824
1782,22.8589816
2206,21.4656772
1890,18.8513778
790,16.9628855
2557,17.2598119
3475,17.1730134
2414,20.5989635
3754,21.4483418
2276,19.1383335
2960,15.5620492
3227,16.4580759
417,18.2907173
742,17.4153629
2127,21.7747995
1214,20.8527063
492,17.4685567
1909,19.0293691
1169,20.8581753
2608,15.8885444
3000,20.4039404
1342,13.94997
824,17.8164496
3309,21.3316467
3185,16.9057753
1481,18.4504228
3799,18.0723244
3790,17.6971098
3563,18.920302
3948,15.2368366
1024,16.5704762
2461,18.9246494
592,21.8350747
3402,22.2149534
3729,17.3804753
3619,17.418942
2508,22.117214
1797,17.7858782
3921,19.0350687
127,15.7973579
3569,19.9278946
3653,15.8715643
2437,20.1935137
403,16.8728765
150,14.7402658
3860,19.4352246
2394,24.164232
1437,21.7151663
1629,17.1310167
3248,20.1268055
2442,19.7785783
62,21.7141955
2336,23.9137724
2256,18.2051197
2544,16.8290497
2400,22.2189377
95,15.3565529
959,15.6735035
2191,12.9518893
3380,17.1273606
1576,15.7498009
3158,21.2181819
2153,15.7113198
236,20.6934501
222,21.2490764
3755,20.1314647
2393,16.9809079
1810,19.8838515
120,20.575391
1685,20.7054777
2636,26.3814769
3998,21.0595997
2380,21.4538368
2639,19.7813573
193,18.0596485
2283,18.6568846
181,20.3605329
3601,13.964315
389,18.9047366
968,17.6949365
3979,20.222627
1545,16.1778922
669,16.7453333
3364,18.8353638
3854,20.5421956
1365,17.8867221
1394,13.7890617
331,17.6385769
614,19.109882
1286,16.2960215
3078,21.5115882
266,19.5124084
1932,19.4753161
2199,20.4049435
2593,20.1718685
1807,21.9094421
225,15.8166624
105,19.6808191
2413,20.1727321
1508,18.1518012
3932,21.8903241
630,21.6382654
2731,22.6919447
2068,20.9418863
870,19.5981496
2290,21.0741993
2098,19.4599912
1186,21.832386
2963,21.4611891
2489,20.3023219
1891,19.9910079
1755,20.931961
1926,20.7612086
707,15.2941764
3236,18.564941
3384,22.7540843
2870,17.4516581
2349,18.595711
2220,16.5044537
1688,19.8527338
284,18.9880642
1659,18.3756484
920,15.5769806
1433,15.8213104
3441,18.5214424
3242,20.2587084
734,19.9917426
1812,20.1582918
2392,22.3680564
2354,18.7610864
3958,17.3556178
922,18.8152927
1402,19.3713127
3763,21.2035116
167,20.3714223
2469,13.8095143
2273,20.2881432
3720,19.6127012
12,19.0299486
1546,18.7136616
617,18.7064378
1092,15.7992266
90,18.6427885
612,16.5791632
3632,25.059446
1404,18.1918415
857,18.8154533
3435,17.1608633
3693,17.3602046
777,15.4630955
1638,15.5423708
1986,17.6942171
2352,17.5390667
3783,14.9095825
3794,14.900515
28,21.2835757
1522,17.1231901
1066,19.4956347
1911,24.3419372
2538,20.8017599
74,20.9281427
515,13.0537505
1309,18.99306
3143,17.0267417
2609,18.1925318
2227,20.5970922
2002,18.9749754
2157,20.5605245
1584,24.0101993
1517,17.0522802
116,18.9854983
2341,19.609432
3148,21.4731755
1072,19.2592855
2691,15.5057052
1799,17.7635543
2820,18.8342247
3642,20.4087574
3344,18.3910145
1600,17.4751421
622,17.5143417
3612,16.8322792
409,18.0335403
2684,19.6926507
1623,18.1941896
115,19.5557916
288,21.8993765
3769,21.9033282
3334,24.0189475
1181,16.8074396
337,18.7343835
3481,17.9744605
2687,18.3653184
3060,13.8360469
46,22.0239654
747,15.629897
3667,17.0494574
3207,17.598722
753,19.1362845
462,12.7642691
1938,16.7430478
673,18.6407789
2712,15.8266393
1201,18.3647471
3603,19.2933949
424,17.2303662
325,18.0400305
664,16.6863815
350,15.3716891
447,18.3231542
709,18.5624928
3089,19.6879218
1924,21.5673151
1722,20.5437177
1221,20.8732691
3518,14.7380482
1149,15.2398983
387,15.0747256
1369,14.979555
1337,19.760527
754,23.0845788
2186,16.8284729
451,21.5540036
1194,17.9569081
699,18.087772
3205,19.0178007
2247,19.1864723
1608,16.7058972
830,21.2639908
3150,24.3305821
950,17.4275339
3067,15.2383657
3550,18.1041676
2444,15.433149
1734,22.6278734
1413,22.93271
1409,20.2997604
3973,17.7507073
3913,20.5616195
3548,18.5577695
1177,19.3549826
3573,17.4733739
2006,18.878323
1253,15.8637473
2477,15.3431312
21,18.7927291
1305,18.7635062
2814,15.6546229
2440,22.6944328
2298,19.5393439
3454,17.8466776
3107,19.214684
671,24.4925676
3761,15.1691764
1941,18.5404771
845,19.5622913
694,21.9441508
3307,13.7592152
1353,21.9398064
1133,18.6367795
869,18.7467221
604,17.2502925
834,16.6140198
3280,15.9117988
627,21.6424079
902,20.8297748
2904,13.9730404
1747,19.4606231
3243,15.6958595
2748,15.2104805
2051,21.8750967
2757,16.7323183
3960,22.4284477
321,18.0198163
3192,19.3579699
696,19.3891863
1179,13.7745287
2778,18.0316416
624,14.4065934
3718,22.1963998
2173,17.3391386
1011,15.5601335
1480,15.2823944
1090,19.5482136
848,20.6244617
3362,15.1635224
780,29.4422234
605,18.8400977
174,16.131565
1202,15.5397203
2269,19.5473641
2463,18.543902
100,18.1045813
1243,20.5233415
741,16.0944419
334,17.981806
2908,21.040131
3647,19.1956624
2882,19.1887625
1705,19.7483534
2881,16.7654435
3292,17.2729805
594,14.5148803
2987,19.3542015
1333,21.0906198
2214,20.4845335
3877,16.6112747
1551,15.9777897
3349,21.4572856
3317,17.0265827
1542,17.3172776
3406,16.4064474
327,15.7878448
1933,14.9658929
640,16.2828683
2152,20.7641912
2042,19.2348174
2863,18.4890994
1468,19.71127
1838,18.1390335
3046,16.2701829
3123,18.8033556
3884,19.3981481
460,20.7745772
1046,13.843675
1398,21.8734654
1562,17.7060173
1975,19.7111999
3290,20.6300419
2633,15.6078693
419,15.3082315
738,20.8986418
1879,16.3775735
1389,17.302089
1438,19.3472289
3277,18.1940187
497,15.5306501
2750,23.2712102
375,15.5894092
975,20.835996
1209,20.3055877
3534,23.7018818
404,20.50156
2467,23.6663629
1425,16.6439767
93,18.6702486
3204,15.0548984
1769,20.125863
2221,20.8087407
2738,13.2747482
1849,16.564037
827,21.4547742
428,15.1929628
1889,17.5053006
3448,22.4655855
3187,21.3831734
3722,17.0083612
2766,15.5369478
282,18.7572369
2899,17.1370656
3168,18.4954553
343,17.7506061
2683,28.0128185
2786,17.3082533
2547,19.9101
3146,15.3738815
1113,17.8293263
1574,17.5844374
691,20.0735614
0,21.4433248
1582,19.3857341
1707,18.2261848
1416,18.3819646
2021,19.2424302
3221,20.8680154
2003,18.154468
1993,21.1153698
2974,21.6753861
1131,19.5920152
2304,20.1994738
1247,16.8576149
3565,15.6027502
2375,19.7909618
2150,16.0994959
3395,17.655652
2261,21.0190507
3993,15.6309765
1159,16.813811
2900,21.9065672
246,20.6466726
3970,15.9188462
3602,19.8277901
2685,18.2928663
1671,22.1179196
929,17.5402786
3669,14.499359
1461,18.4386682
3273,18.9616741
1971,18.0325338
365,17.8714647
2296,17.7717487
736,19.1345562
26,19.8228093
2884,23.1829435
3356,16.2535782
1441,17.5337545
3811,17.1916573
680,20.1873669
3516,18.0972678
1250,18.6739513
3,20.9139278
2182,22.8901095
837,23.4891096
2403,20.2555047
292,20.0679242
698,20.9080992
1048,18.7376374
3700,23.335943
3200,18.2614742
2417,14.3074259
3869,15.4381007
3904,19.0794646
1667,14.0176235
1963,16.2660285
1249,15.9869561
2274,18.9812745
1298,16.8167699
1868,19.0287554
2387,20.6905519
1443,16.5883916
2671,19.3214652
603,17.1996696
1289,20.3219771
2502,20.0175166
63,12.5650419
1579,22.5317614
1883,18.8085202
990,19.6608549
1384,20.5275212
237,20.968462
650,20.2771799
1967,20.012664
112,19.639529
3024,17.1997834
1348,17.6929874
804,18.7527391
1556,18.453419
577,20.3963506
1834,16.3209189
126,19.1685379
3331,15.8183411
3056,16.9859396
3837,14.7053416
3576,20.1918249
3657,21.0856514
851,21.1251988
2742,18.874011
2185,17.5203939
3057,22.368251
3607,19.7024634
7,19.2171635
2550,19.2414443
854,19.149162
2995,18.1895226
2679,17.3441326
3813,17.0896617
2977,19.3028735
3645,16.2841071
407,18.9514464
3947,17.2988207
2405,18.6702446
3425,16.3867715
153,19.4808776
1566,16.9212469
2391,20.0426822
2353,18.6308871
1004,12.1069669
2660,20.9157358
3555,18.9267755
280,19.0193768
3715,20.3470568
3937,18.5960402
3128,19.2767134
400,18.9427177
1596,20.6406893
1497,19.4173946
2516,18.3183027
1479,17.2267655
3281,17.652965
1800,18.3745818
2009,19.7227014
504,21.6903722
2582,20.1082684
3064,16.1529006
1744,15.8193623
903,18.4843769
2040,21.7805976
3585,18.6440176
1672,17.1453391
550,11.7933404
1862,20.6748891
3782,18.7100047
1805,19.735022
3372,16.1562743
3613,23.1485291
1130,19.3237058
945,17.2687653
163,15.4518089
1660,16.4748836
1690,18.9735328
2384,22.9184362
2107,23.0690581
3166,18.7933744
3866,21.3708695
3930,13.6138997
1514,19.6223921
3398,15.7754276
449,16.7265477
2903,15.7871623
941,18.226754
2834,24.8125178
3785,21.0639276
1532,15.5948709
1847,18.4750698
437,13.9342904
1314,20.7289197
3445,22.5544756
786,15.6486837
873,21.2888921
739,18.0319616
2867,17.8225943
3291,17.3125166
3505,18.9065172
1006,12.0660614
1844,18.9761042
586,12.1146529
1306,18.9108565
2989,19.3799128
348,19.0095221
2471,18.8985633
1028,14.554126
1163,17.4564117
2511,19.9913992
3279,21.824825
3208,20.5821296
3871,18.456656
1541,15.2837859
2701,18.7740145
573,16.7173519
647,19.9284588
595,15.0425828
2938,24.6644013
1251,17.2734737
1558,19.3232216
3396,16.1026621
3348,17.6660336
1308,18.941101
470,20.3854258
3498,15.9185704
800,16.6175009
281,20.9061083
932,20.4791285
732,26.0096475
2763,20.9669183
2880,16.1839829
2999,16.4777792
3654,19.11723
1144,18.3729382
1617,18.9714614
3386,14.7477146
3085,20.7962774
3591,19.3730797
2503,21.7596736
584,22.553854
2195,21.0578295
160,17.6670711
1111,16.1098329
2798,16.7012982
1915,22.5988785
3165,15.15749
859,21.8027599
952,20.4320123
3663,22.5006884
1331,15.638561
1219,19.2709412
1215,18.8097009
2676,13.8614465
606,20.6473274
164,19.8046649
2154,19.4438758
1040,14.7102676
1978,14.9023873
2665,16.6274763
3836,22.1862678
329,17.1741518
2011,21.1229648
2528,17.143342
2546,21.2451331
3858,15.0622006
1429,14.5427487
3706,18.6873074
2141,20.3621646
809,15.1167944
433,17.4407981
1107,19.7705162
2091,19.251296
860,19.3624662
274,22.5182956
967,15.139973
2758,18.7585345
3486,16.4466728
3623,18.8625213
3950,19.9070823
3413,16.0756107
2139,21.2035621
1346,21.7895325
2813,20.6723202
885,21.5443521
556,20.1159652
908,18.8395283
1381,20.2030205
2117,19.7841658
2562,18.4259947
509,15.0788493
2388,18.6903962
221,20.065097
1297,19.0711725
146,18.7865386
3361,16.7021116
1777,18.5773404
1053,18.540613
1822,17.7844045
3186,18.2930767
2851,18.7151862
508,15.6759511
323,16.9847963
1561,17.9613295
176,23.1681372
2852,17.5175068
1908,19.6559852
168,15.2058254
3419,16.76739
1400,17.9717262
3914,20.1585902
1392,18.2065216
2257,23.5653656
2177,18.7072404
2237,19.7530638
136,17.9676418
1470,19.0985633
3152,15.5557718
1278,17.9343555
1973,14.8276668
894,19.8232152
197,19.6524099
2338,19.035533
1483,14.9505645
1792,19.2688185
2084,21.2518249
767,16.8317584
2280,17.0533146
2693,19.0101186
2081,19.6223261
1112,16.7767706
3867,18.2825727
2850,12.4295804
3116,22.7418779
865,19.5868341
2389,23.8167025
1085,16.6614378
1447,16.2125585
199,20.1550845
429,15.2088047
3611,20.3565369
3466,22.5362693
3969,19.1508034
1823,17.9891712
1795,16.7512493
2924,22.0309102
1970,17.1320095
730,17.1655519
2967,21.8186276
297,14.9209852
2121,20.822023
3465,16.8139186
807,17.1353154
2595,26.1512011
3651,21.968894
1565,15.9929305
2997,15.575158
1172,15.9031723
3815,14.1205909
3822,17.3162958
821,19.7393822
2711,14.8531891
1241,22.1898148
1563,19.101037
3805,20.2773254
3927,17.6350519
623,18.6457474
3709,15.8946836
1445,20.205875
1718,19.4273292
1162,17.4535182
2260,20.0832528
1640,18.1423159
3083,24.4201239
3820,16.8929671
2603,17.7820775
2775,19.8550556
2749,15.3175693
1022,21.5704308
1750,18.4250494
291,20.2128264
2022,15.5515306
1740,19.2125628
2282,20.0134482
1007,15.599693
3026,17.0976472
67,17.3525033
24,22.5646997
3453,14.6533891
216,14.7682527
2860,11.1394031
1910,15.1564022
2783,16.7223782
1153,21.7976785
3421,16.8643622
2159,21.2067409
166,19.9394688
3912,18.5815984
207,22.7939477
3510,17.2385247
3624,16.9084177
2322,17.2219952
2089,20.1702795
591,16.1979763
1176,21.198485
1720,19.5332264
1863,23.0332458
525,21.7502953
2335,20.5849752
469,15.5024643
1350,20.1730677
2169,20.4133173
2811,14.2055248
1531,19.7208887
3300,16.2227021
928,19.2856159
1896,18.1992432
2721,21.103898
1619,19.256503
1469,21.3824283
1141,17.5404687
2934,15.9328247
1913,15.1831833
956,19.0397601
1488,21.1220518
25,18.2974039
1134,18.3056608
2197,21.3428787
925,21.6605634
3224,20.1821886
1552,20.5469145
2744,21.1440584
843,16.9977103
1645,15.5465294
2937,20.5978302
3533,15.3602324
2646,19.6317058
1020,16.1458354
2187,14.7938692
749,20.797218
3332,18.3472441
3052,14.106418
2371,19.6614367
180,19.7499581
1272,20.105314
2498,16.0175599
1434,18.214539
607,17.8411766
3091,15.1085596
1352,20.3273663
2344,22.0102107
1904,18.0445037
3341,20.1697404
1899,17.9698238
3298,16.5728029
94,16.5772595
3587,24.6924341
770,20.5894046
637,24.102929
1304,16.2641361
2334,16.0850835
3661,20.2600426
2536,14.8319267
2492,16.0579257
1208,20.2956275
1395,17.7884305
1578,20.7303839
1198,20.8558415
275,13.9459091
2854,18.239064
1152,18.5669067
1206,14.2748961
2080,15.2322048
1104,20.5550401
307,18.402114
2818,19.9573478
2059,18.4019904
872,21.4422998
3115,18.5681079
86,19.1217952
2826,19.0041161
3108,15.4094748
2753,20.6321565
3130,23.8707596
3113,21.9993706
2830,17.1906621
1435,18.706337
2610,21.3800845
209,18.2833458
3220,13.8214249
2787,14.6204919
1966,24.6043956
2642,20.6254076
1987,20.7290524
2171,17.2684047
2782,19.1213332
931,16.5567556
3646,13.8920129
2146,20.3113445
2425,20.4696892
130,14.3646306
1723,19.1489324
2071,18.7098909
3455,18.8829318
954,17.1655227
555,18.5934718
2418,18.8017389
1930,20.6317756
1536,18.264256
2431,19.3693874
201,19.412966
2965,18.6311642
2023,18.1522954
368,20.5524168
973,15.6270153
3626,16.7756829
1634,22.096152
2435,23.703349
816,18.4392121
1954,20.79023
1316,17.8105886
3762,20.0055369
1905,18.963448
256,13.8448813
3678,14.4895466
3269,20.8797571
3167,13.1307106
1472,13.5733311
1699,18.1952046
2217,15.6110499
1605,20.230815
1329,16.893006
560,20.6530851
1877,16.6340588
373,12.9801605
2957,18.1255857
2767,15.0729601
2839,17.490687
3002,22.0371266
3299,22.3954348
1684,18.8603843
1167,18.2165141
2024,19.624613
1204,15.2108456
2916,17.8687057
972,17.9003065
1155,18.0248317
2036,18.4567329
3946,14.0919996
1071,15.6612245
3012,18.8862087
774,19.1483062
324,16.869224
2251,19.7686706
84,14.7627297
2681,20.5023263
2956,18.4443149
1589,17.6739565
2659,17.922497
2446,19.2601083
1920,23.5778936
91,19.7643743
3154,19.5824476
430,16.2240358
2827,20.7939301
3191,17.198293
2339,17.0234244
2105,17.5564035
1345,19.5833764
257,18.5755601
888,16.253428
3944,15.7122277
1466,19.6116867
3114,15.6070934
1641,18.9385291
388,15.5484662
2383,21.1947042
273,18.9817585
756,17.7476841
3560,12.947861
3622,16.3727668
1925,21.4220502
3125,15.7289167
1956,19.9205575
3933,19.0897871
2176,21.1910555
802,18.2814217
2076,19.9449469
1207,16.5150864
2930,18.2969491
3531,22.5384978
2558,17.8365296
2723,20.9970388
151,15.6557819
2292,23.8606691
714,16.4676422
2591,16.8912426
544,14.5039175
639,21.4210263
2745,15.2683798
3337,22.3720517
3360,16.1230741
423,21.1145152
2958,17.3595064
3219,18.5963026
659,18.4583274
797,13.3618847
3965,14.0228729
3249,18.4216819
2008,21.0845992
99,17.665188
2898,13.9419433
2496,24.3538236
3503,17.7130954
1871,18.59135
2046,21.7886692
3781,20.2493307
755,17.7083164
976,20.7418284
2163,19.071955
1940,19.966963
2825,15.9594309
2120,18.1317234
2893,15.6785668
537,19.2284655
1701,22.1588
2897,20.4781376
3672,17.5049791
2222,18.3540334
2135,20.1712365
2599,18.2220449
3558,17.848401
705,22.4909763
2362,24.1806957
3468,14.4696237
2648,19.3024918
3544,13.4504798
3142,17.9283094
2647,16.1674615
1828,17.8521522
1778,22.8009952
277,19.895632
3795,16.1988018
1033,14.9089888
3431,19.5900758
1731,19.0187769
763,17.7331159
835,18.4730603
3264,19.2943267
1653,21.3693145
2607,16.5687633
2732,18.122442
